distance|frequency|height|power|angle|carrier
13434.8722003491|38570000000.0|28.0|11.0|289.2|vodafone
13434.8722003491|18875000000.0|34.0|23.6|109.1|vodafone
49041.4888151609|13129000000.0|85.0|30.9|314.4|unknown
49041.4888151609|32711000000.0|18.0|22.6|134.2|unknown
6836.04184468597|19590000000.0|85.0|19.9|338.4|unknown
6836.04184468597|18580000000.0|73.0|19.9|158.4|unknown
19785.412244864|32711000000.0|8.0|17.6|58.4|unknown
19785.412244864|38570000000.0|7.0|1.0|238.5|unknown
50168.5798271944|71500000000.0|30.0|29.9|64.3|unknown
50168.5798271944|12821000000.0|28.0|36.9|244.6|unknown
15078.6816966648|22246000000.0|85.7|27.9|157.9|unknown
15078.6816966648|38444000000.0|50.0|13.1|337.9|unknown
6914.78666158355|38570000000.0|32.0|17.0|301.4|unknown
6914.78666158355|32767000000.0|5.0|27.1|121.3|unknown
9047.33663978593|32711000000.0|25.7|6.6|121.4|vodafone
9047.33663978593|71875000000.0|21.0|22.9|301.5|vodafone
10645.7973792426|39186000000.0|19.0|12.3|71.2|vodafone
10645.7973792426|37926000000.0|43.0|12.3|251.2|vodafone
1933.78869803447|39242000000.0|8.0|10.3|7.8|t-mobile
1933.78869803447|37982000000.0|37.0|10.3|187.8|t-mobile
69093.4686238193|6840000000.0|97.0|30.9|303.5|unknown
69093.4686238193|6500000000.0|88.0|31.9|123.1|unknown
1428.11067519479|82250000000.0|15.0|25.9|50.8|t-mobile
1428.11067519479|72250000000.0|37.5|25.9|230.8|t-mobile
30946.6247727351|14585000000.0|89.0|20.0|134.8|unknown
30946.6247727351|15313000000.0|25.0|20.0|314.9|unknown
13339.651112767|38682000000.0|28.0|15.0|190.6|unknown
13339.651112767|18305000000.0|12.0|20.9|10.5|unknown
18546.5626609104|39242000000.0|50.0|-4.8|202.3|unknown
18546.5626609104|17787000000.0|14.0|16.6|22.3|unknown
47619.0324017805|23534000000.0|34.0|24.9|281.0|unknown
47619.0324017805||||101.0|unknown
17635.4886600859|73000000000.0|37.0|25.9|39.0|unknown
17635.4886600859|18333000000.0|38.0|18.9|219.1|unknown
16316.7865014081|19329000000.0|89.0|22.9|68.9|unknown
16316.7865014081|23478000000.0|32.0|24.9|249.0|unknown
33190.2892848919|6271000000.0|90.0|24.9|106.0|unknown
33190.2892848919|6019000000.0|22.0|24.9|286.2|unknown
15382.8237589563|17920000000.0|90.0|23.6|120.0|vodafone
15382.8237589563|18930000000.0|34.0|23.6|300.1|vodafone
18780.0028928907|6331000000.0|90.0|24.9|224.2|unknown
18780.0028928907|6079000000.0|22.0|25.9|44.1|unknown
52174.661431984|6360000000.0|90.0|26.9|24.9|unknown
52174.661431984|6108000000.0|81.0|26.9|205.1|unknown
12182.10171052|17920000000.0|90.0|22.6|291.6|vodafone
12182.10171052|81500000000.0|30.0|27.9|111.5|vodafone
36850.334648446|7456000000.0|90.0|20.3|46.7|unknown
36850.334648446|7610000000.0|30.0|21.3|226.9|unknown
38185.1086158121|81500000000.0|15.0|34.9|76.4|unknown
38185.1086158121|19343000000.0|15.0|6.9|256.7|unknown
1445.30244440843|75750000000.0|31.0|28.4|94.4|t-mobile
1445.30244440843|39242000000.0|18.0|4.5|274.4|t-mobile
24495.9559148738|71500000000.0|21.5|30.9|215.2|unknown
24495.9559148738|12793000000.0|84.0|18.9|35.1|unknown
12558.5197304073|71500000000.0|9.0|34.9|131.0|t-mobile
12558.5197304073|81500000000.0|35.0|34.9|311.1|t-mobile
15004.0841692241|13045000000.0|92.0|25.9|112.0|unknown
15004.0841692241|12779000000.0|30.0|23.9|292.1|unknown
13873.4906333868|18608000000.0|92.0|22.4|187.8|unknown
13873.4906333868|19618000000.0|10.0|22.4|7.8|unknown
7904.44105651626|22526000000.0|92.0|25.3|329.6|vodafone
7904.44105651626|23534000000.0|34.0|20.2|149.6|vodafone
2012.84677882594|38570000000.0|43.0|16.0|85.3|vodafone
2012.84677882594|37310000000.0|9.0|16.0|265.4|vodafone
670.661072462059|22246000000.0|37.5|27.9|298.9|t-mobile
670.661072462059|37422000000.0|62.0|19.0|118.9|t-mobile
6057.44358872729|38339000000.0|93.0|11.0|198.6|unknown
6057.44358872729|37079000000.0|39.0|16.1|18.5|unknown
10362.6945577097|31899000000.0|20.1|22.6|141.5|unknown
10362.6945577097|18030000000.0|9.0|16.6|321.5|unknown
11232.1346725821|85750000000.0|41.0|-951.2|345.6|vodafone
11232.1346725821|22526000000.0|36.0|24.9|165.6|vodafone
2406.61890294495|19150000000.0|18.1|24.1|345.3|t-mobile
2406.61890294495|39242000000.0|33.0|17.3|165.3|t-mobile
11844.3939078138|19315000000.0|94.0|15.9|81.8|unknown
11844.3939078138|18305000000.0|12.0|15.9|261.9|unknown
2980.29167006349|38416000000.0|95.0|-0.6|167.8|unknown
2980.29167006349|37156000000.0|23.0|4.6|347.8|unknown
1936.51187950161|38794000000.0|53.0|-1.7|337.2|kpn
1936.51187950161|37534000000.0|25.0|-1.7|157.2|kpn
22384.91941444|15327000000.0|95.0|14.7|43.8|unknown
22384.91941444|14599000000.0|35.0|14.7|223.9|unknown
1664.58857949009|38339000000.0|95.0|12.9|46.0|unknown
1664.58857949009|37079000000.0|14.0|17.9|226.0|unknown
7206.190129269|31899000000.0|95.6|22.6|208.7|t-mobile
7206.190129269|32711000000.0|25.0|26.7|28.7|t-mobile
4358.59998667222|37436000000.0|96.0|19.0|212.1|vodafone
4358.59998667222|32711000000.0|37.5|22.6|32.0|vodafone
52437.6754182143|13171000000.0|96.0|27.9|346.6|unknown
52437.6754182143|22022000000.0|45.0|22.4|166.6|unknown
69123.2747075837|6920000000.0|97.0|37.0|304.0|unknown
69123.2747075837|6580000000.0|75.0|37.0|124.0|unknown
5021.77407775252|32515000000.0|97.0|22.6|354.7|vodafone
5021.77407775252|33327000000.0|15.0|17.8|174.7|vodafone
11232.1346725821|85750000000.0|41.0|-951.2|345.6|vodafone
11232.1346725821|22526000000.0|36.0|24.9|165.6|vodafone
1413.78069949442|81875000000.0|12.0|22.9|231.2|t-mobile
1413.78069949442|31899000000.0|15.0|8.6|51.1|t-mobile
878.594431953524|31899000000.0|15.0|0.6|23.2|t-mobile
878.594431953524|32711000000.0|26.0|0.6|203.2|t-mobile
2404.86275953578|39186000000.0|15.0|14.3|237.7|t-mobile
2404.86275953578|37926000000.0|38.0|14.3|57.7|t-mobile
1828.14511668719|37079000000.0|45.0|-7.1|240.0|t-mobile
1828.14511668719|18278000000.0|50.0|10.9|60.0|t-mobile
2239.75272164413|37142000000.0|35.0|17.9|203.1|unknown
2239.75272164413|38402000000.0|81.0|17.9|23.1|unknown
2527.19628829378|37310000000.0|33.0|11.0|54.0|vodafone
2527.19628829378|38570000000.0|33.0|15.0|234.0|vodafone
10792.4828157459|71875000000.0|41.0|26.9|56.3|kpn
10792.4828157459|84000000000.0|36.0|34.9|236.3|kpn
10792.4828157459|71875000000.0|41.0|26.9|56.3|kpn
10792.4828157459|84000000000.0|36.0|34.9|236.3|kpn
5508.29053559811|23534000000.0|33.0|19.2|62.6|vodafone
5508.29053559811|22526000000.0|33.0|19.2|242.6|vodafone
5418.09883274807|81500000000.0|33.6|30.9|340.4|t-mobile
5418.09883274807|32711000000.0|26.0|20.6|160.4|t-mobile
5336.14817906331|84000000000.0|60.0|19.9|64.0|vodafone
5336.14817906331|39186000000.0|15.0|8.3|244.0|vodafone
8032.00831499448|84000000000.0|15.0|30.9|49.7|t-mobile
8032.00831499448|31899000000.0|25.0|12.6|229.8|t-mobile
1593.78061442093|37926000000.0|15.0|11.3|252.6|t-mobile
1593.78061442093|81500000000.0|33.6|22.9|72.6|t-mobile
16816.3777336521|18305000000.0|97.0|21.9|96.4|unknown
16816.3777336521|19315000000.0|34.0|21.9|276.5|unknown
8805.57776034959|12835000000.0|10.0|21.1|10.7|vodafone
8805.57776034959|32711000000.0|28.0|8.6|190.7|vodafone
36034.1177030438|17755000000.0|98.0|27.9|73.4|unknown
36034.1177030438|32515000000.0|28.0|20.8|253.7|unknown
6011.35166266771|32711000000.0|9.0|20.6|90.0|t-mobile
6011.35166266771|71500000000.0|30.0|34.9|270.0|t-mobile
16961.2378968343|18388000000.0|99.0|19.9|117.5|unknown
16961.2378968343|19398000000.0|38.0|19.9|297.6|unknown
9766.57274579823|18720000000.0|99.0|7.9|137.7|unknown
9766.57274579823|17710000000.0|38.0|7.9|317.8|unknown
16118.9547415532|18305000000.0|99.0|18.9|15.5|unknown
16118.9547415532|19315000000.0|27.3|18.9|195.5|unknown
19357.5668798438|18443000000.0|99.0|21.9|194.3|unknown
19357.5668798438|19453000000.0|38.0|21.9|14.3|unknown
2873.15526802535|82000000000.0|99.0|22.4|272.4|unknown
2873.15526802535|72000000000.0|45.0|29.4|92.4|unknown
26689.6126497779|38357000000.0|41.5|4.5|351.7|unknown
26689.6126497779|14571000000.0|30.0|22.2|171.7|unknown
10517.497904575|37352000000.0|11.0|2.0|255.6|kpn
10517.497904575|31899000000.0|25.0|16.6|75.5|kpn
1668.17596612055|39242000000.0|33.8|9.3|173.3|unknown
1668.17596612055|37982000000.0|16.0|9.3|353.3|unknown
12372.6637042796|32515000000.0|25.0|20.8|82.3|prorail
12372.6637042796|38337000000.0|25.2|13.9|262.3|prorail
7290.94846966971|81500000000.0|15.0|34.9|83.5|vodafone
7290.94846966971|18140000000.0|37.0|27.0|263.6|vodafone
9654.65676667051|81875000000.0|30.0|25.9|87.5|unknown
9654.65676667051|71875000000.0|33.0|25.9|267.5|unknown
8160.95219102185|23534000000.0|63.0|25.3|90.6|vodafone
8160.95219102185|19040000000.0|13.0|22.6|270.7|vodafone
2803.38277329396|37310000000.0|34.0|21.0|100.5|vodafone
2803.38277329396|38570000000.0|11.0|21.0|280.5|vodafone
7052.06318393632|17865000000.0|34.0|13.6|102.5|unknown
7052.06318393632|18875000000.0|31.0|17.6|282.5|unknown
1999.4334826617|17975000000.0|17.0|32.2|105.9|vodafone
1999.4334826617|38570000000.0|26.0|8.0|285.9|vodafone
1158.81608076213|39242000000.0|15.0|5.3|241.3|t-mobile
1158.81608076213|37982000000.0|18.0|5.3|61.3|t-mobile
3771.66381186914|71875000000.0|15.0|20.9|62.8|unknown
3771.66381186914|19150000000.0|35.0|24.0|242.9|unknown
1111.38642711146|39186000000.0|15.0|8.3|244.0|unknown
1111.38642711146|84000000000.0|60.0|19.9|64.0|unknown
2045.43876589064|71500000000.0|15.0|26.9|248.1|t-mobile
2045.43876589064|31899000000.0|35.0|12.6|68.1|t-mobile
9192.44945984463|32711000000.0|15.0|21.7|248.3|t-mobile
9192.44945984463|31899000000.0|27.0|21.7|68.2|t-mobile
787.237195514899|37079000000.0|15.0|-8.2|248.7|unknown
787.237195514899|38339000000.0|11.0|-2.1|68.7|unknown
1622.57983225723|13101000000.0|40.0|20.9|251.0|t-mobile
1622.57983225723|81875000000.0|28.8|26.9|71.0|t-mobile
3488.7235664747|31899000000.0|15.0|12.6|260.8|t-mobile
3488.7235664747|32711000000.0|46.5|12.6|80.8|t-mobile
11762.4163021737|18360000000.0|25.0|30.3|261.6|unknown
11762.4163021737|22106000000.0|85.0|27.9|81.6|unknown
4961.958358515|32711000000.0|15.0|19.6|261.7|t-mobile
4961.958358515|31899000000.0|28.0|19.6|81.7|t-mobile
7021.74590995156|32711000000.0|15.0|19.6|262.9|t-mobile
7021.74590995156|31899000000.0|26.0|23.7|82.9|t-mobile
8261.26666516968|37926000000.0|15.0|15.3|268.6|unknown
8261.26666516968|81500000000.0|15.0|30.9|88.6|unknown
774.596019818156|39186000000.0|15.0|-0.8|26.9|t-mobile
774.596019818156|37926000000.0|18.0|-0.8|206.9|t-mobile
1556.961109302|39242000000.0|15.0|11.3|271.5|t-mobile
1556.961109302|37982000000.0|27.0|11.3|91.5|t-mobile
9056.15991857258|18140000000.0|15.0|26.0|278.9|t-mobile
9056.15991857258|81500000000.0|27.5|28.7|98.8|t-mobile
7430.70924155293|71875000000.0|29.0|26.9|101.1|t-mobile
7430.70924155293|26201000000.0|15.0|21.2|281.2|t-mobile
1539.7891673322|39186000000.0|15.0|7.3|283.1|t-mobile
1539.7891673322|37926000000.0|80.0|7.3|103.1|t-mobile
12786.8100207074|18635000000.0|15.0|24.4|287.9|unknown
12786.8100207074|19645000000.0|142.0|24.4|107.8|unknown
8120.83936959534|81500000000.0|15.0|34.9|292.5|t-mobile
8120.83936959534|25193000000.0|65.0|24.2|112.5|t-mobile
1512.42053390963|23254000000.0|35.0|24.2|29.8|t-mobile
1512.42053390963|18250000000.0|30.0|13.0|209.8|t-mobile
21263.3216364839|19040000000.0|15.0|28.1|299.1|t-mobile
21263.3216364839|32711000000.0|40.0|13.6|119.0|t-mobile
226.800791709155|22470000000.0|30.0|18.2|302.2|unknown
226.800791709155|23478000000.0|34.0|18.2|122.2|unknown
432.350800048399|38612000000.0|17.0|17.0|305.2|unknown
432.350800048399|37352000000.0|37.0|21.0|125.2|unknown
1151.70826226668|32711000000.0|15.0|6.6|307.1|t-mobile
1151.70826226668|31899000000.0|37.0|6.6|127.1|t-mobile
9979.0338652686|23254000000.0|15.0|23.1|307.6|t-mobile
9979.0338652686|22246000000.0|37.5|23.1|127.5|t-mobile
1860.37699446411|38808000000.0|15.0|7.1|309.7|unknown
1860.37699446411|37548000000.0|30.0|7.1|129.6|unknown
6948.15512550332|29103000000.0|15.0|19.3|312.1|unknown
6948.15512550332|28095000000.0|40.0|19.3|132.1|unknown
3406.03045258489|18635000000.0|63.0|26.4|314.0|t-mobile
3406.03045258489|74000000000.0|40.0|30.9|134.0|t-mobile
4291.73977583387|71500000000.0|15.0|30.9|315.7|t-mobile
4291.73977583387|81500000000.0|33.0|30.9|135.7|t-mobile
1484.99535798805|31899000000.0|15.0|5.6|319.8|t-mobile
1484.99535798805|32711000000.0|16.0|5.6|139.8|t-mobile
13225.215418556|23254000000.0|15.0|24.9|321.0|t-mobile
13225.215418556|22246000000.0|30.0|24.9|140.9|t-mobile
496.077357604675|39242000000.0|15.0|-1.8|328.4|t-mobile
496.077357604675|37982000000.0|20.0|-1.8|148.4|t-mobile
1555.69618874672|39186000000.0|15.0|9.3|330.7|t-mobile
1555.69618874672|37926000000.0|15.0|9.3|150.7|t-mobile
1545.97763727106|37926000000.0|15.0|11.3|33.1|t-mobile
1545.97763727106|75750000000.0|34.0|28.5|213.1|t-mobile
5990.10911551869|37310000000.0|35.0|1.0|334.4|t-mobile
5990.10911551869|38570000000.0|24.0|1.0|154.4|t-mobile
1969.50954468134|32711000000.0|15.0|12.9|334.7|t-mobile
1969.50954468134|31899000000.0|30.0|12.9|154.7|t-mobile
2801.71763174129|32711000000.0|15.0|10.6|338.7|t-mobile
2801.71763174129|31899000000.0|37.5|10.6|158.7|t-mobile
2336.38811029031|32711000000.0|15.0|15.6|340.5|t-mobile
2336.38811029031|71875000000.0|37.0|22.9|160.5|t-mobile
446.272153012979|38570000000.0|32.0|2.0|347.2|t-mobile
446.272153012979|37310000000.0|31.0|2.0|167.2|t-mobile
10755.896936183|23478000000.0|36.0|19.2|355.3|t-mobile
10755.896936183|23254000000.0|37.5|24.9|175.3|t-mobile
3696.12069706281|39242000000.0|15.0|18.3|355.0|t-mobile
3696.12069706281|71500000000.0|30.0|29.9|175.0|t-mobile
1210.70588077369|74000000000.0|15.0|21.9|36.9|t-mobile
1210.70588077369|84000000000.0|25.0|21.9|216.9|t-mobile
5856.77526393232|31899000000.0|15.0|24.7|220.1|t-mobile
5856.77526393232|32711000000.0|15.0|20.6|40.1|t-mobile
1015.74361007747|38402000000.0|15.0|9.9|42.8|unknown
1015.74361007747|31899000000.0|30.0|23.7|222.8|unknown
1442.50628030892|37982000000.0|15.0|10.3|51.9|t-mobile
1442.50628030892|39242000000.0|35.5|10.3|231.9|t-mobile
5029.19604483165|31899000000.0|15.5|19.6|266.1|t-mobile
5029.19604483165|71500000000.0|30.0|30.9|86.1|t-mobile
4708.58372376747|81500000000.0|15.0|27.1|53.8|t-mobile
4708.58372376747|71500000000.0|20.0|27.1|233.8|t-mobile
325.458361123904|82250000000.0|15.0|9.7|55.0|t-mobile
325.458361123904|85375000000.0|30.0|28.4|235.0|t-mobile
630.265434908796|37310000000.0|15.0|1.0|58.5|vodafone
630.265434908796|38570000000.0|7.0|1.0|238.5|vodafone
4440.20597360618|81500000000.0|17.0|25.9|239.7|t-mobile
4440.20597360618|71500000000.0|15.0|25.9|59.6|t-mobile
19462.0023120003|19040000000.0|15.0|29.1|60.3|t-mobile
19462.0023120003|18030000000.0|52.0|29.1|240.4|t-mobile
3085.09106217577|71875000000.0|15.0|22.9|63.5|t-mobile
3085.09106217577|31899000000.0|38.0|14.6|243.5|t-mobile
3108.68913663378|81875000000.0|15.0|22.9|66.2|t-mobile
3108.68913663378|71875000000.0|45.0|22.9|246.2|t-mobile
952.23298399579|84000000000.0|42.0|23.9|253.8|unknown
952.23298399579|17865000000.0|31.0|23.6|73.8|unknown
1239.59991026911|39242000000.0|15.0|2.9|74.7|t-mobile
1239.59991026911|37982000000.0|37.5|2.9|254.7|t-mobile
1973.81482509862|32711000000.0|15.0|10.6|76.5|t-mobile
1973.81482509862|31899000000.0|31.7|23.7|256.5|t-mobile
5718.28984604224|31899000000.0|23.0|26.7|77.4|t-mobile
5718.28984604224|81500000000.0|29.0|34.9|257.4|t-mobile
3549.08150726857|12793000000.0|14.0|17.9|78.8|t-mobile
3549.08150726857|38346000000.0|32.0|26.1|258.8|t-mobile
3022.26616113024|31899000000.0|15.0|13.6|81.7|t-mobile
3022.26616113024|32711000000.0|33.0|13.6|261.7|t-mobile
1864.21346952766|39186000000.0|15.0|12.3|86.9|t-mobile
1864.21346952766|38332000000.0|150.0|8.0|266.9|t-mobile
1509.54840128047|28977000000.0|20.0|21.3|90.2|t-mobile
1509.54840128047|71875000000.0|35.0|25.9|270.2|t-mobile
1854.91139609751|71500000000.0|40.0|34.9|90.5|t-mobile
1854.91139609751|39242000000.0|45.0|4.3|270.5|t-mobile
6650.0096317994|29103000000.0|15.0|18.8|91.1|kpn
6650.0096317994|28095000000.0|105.0|18.8|271.2|kpn
4986.98724390821|19095000000.0|159.0|16.9|13.7|unknown
4986.98724390821|18085000000.0|35.0|16.9|193.7|unknown
52148.4851861748|6360000000.0|90.0|26.9|24.9|unknown
52148.4851861748|13031000000.0|72.0|27.9|205.0|unknown
2409.58461999607|38570000000.0|15.0|12.0|9.4|vodafone
2409.58461999607|37310000000.0|29.0|12.0|189.4|vodafone
860.664598051366|71500000000.0|15.0|13.7|95.4|t-mobile
860.664598051366|81500000000.0|32.9|13.7|275.4|t-mobile
2507.23080879036|32711000000.0|15.0|9.6|96.1|t-mobile
2507.23080879036|31899000000.0|36.0|9.6|276.2|t-mobile
2500.21028672856|38570000000.0|16.0|12.0|157.1|vodafone
2500.21028672856|19095000000.0|22.0|23.9|337.1|vodafone
2047.82730428052|17865000000.0|23.0|23.6|7.7|unknown
2047.82730428052|37198000000.0|16.0|18.1|187.7|unknown
5050.48443192759|37142000000.0|59.0|10.9|49.0|unknown
5050.48443192759|38402000000.0|16.0|10.9|229.1|unknown
5265.80739090473|23534000000.0|34.0|20.2|50.9|vodafone
5265.80739090473|22526000000.0|28.0|18.2|230.9|vodafone
1546.24818051633|38570000000.0|16.0|5.0|239.3|vodafone
1546.24818051633|37310000000.0|19.0|5.0|59.3|vodafone
5392.03612381992|37380000000.0|44.0|10.0|72.1|unknown
5392.03612381992|84375000000.0|65.0|23.9|252.2|unknown
2931.51187258138|82875000000.0|47.0|17.4|79.2|unknown
2931.51187258138|38682000000.0|33.0|6.0|259.2|unknown
1319.98095278004|37310000000.0|16.0|3.0|265.0|vodafone
1319.98095278004|38570000000.0|26.0|3.0|84.9|vodafone
6526.73467949302|19645000000.0|31.5|17.4|280.5|kpn
6526.73467949302|18635000000.0|16.0|17.4|100.4|kpn
6348.24475510664|75750000000.0|16.0|28.9|310.9|vodafone
6348.24475510664|23534000000.0|36.0|20.7|130.8|vodafone
2515.12815110287|71875000000.0|36.3|30.9|349.7|t-mobile
2515.12815110287|37926000000.0|37.0|17.3|169.7|t-mobile
492.587350056716|37310000000.0|16.0|-5.1|82.5|vodafone
492.587350056716|38570000000.0|25.0|-5.1|262.5|vodafone
1318.36607202246|31899000000.0|17.0|6.6|100.0|t-mobile
1318.36607202246|32711000000.0|25.0|6.6|280.0|t-mobile
2093.83547812011|31899000000.0|17.0|6.6|149.1|t-mobile
2093.83547812011|81875000000.0|23.0|23.9|329.1|t-mobile
1627.18112569284|39242000000.0|17.0|6.3|161.4|t-mobile
1627.18112569284|37982000000.0|20.0|6.3|341.4|t-mobile
9413.2695883897|17865000000.0|97.0|18.6|356.3|vodafone
9413.2695883897|18875000000.0|17.0|18.6|176.3|vodafone
1821.40072198607|33327000000.0|36.0|21.6|38.9|vodafone
1821.40072198607|17948000000.0|28.0|24.6|218.9|vodafone
12051.0729452259|71500000000.0|17.0|34.9|241.1|unknown
12051.0729452259|23310000000.0|48.0|22.9|61.1|unknown
935.262723736259|39186000000.0|17.2|3.3|89.1|t-mobile
935.262723736259|37926000000.0|29.0|3.3|269.1|t-mobile
7654.87096828264|22526000000.0|38.0|18.2|129.1|vodafone
7654.87096828264|23534000000.0|17.0|23.3|309.2|vodafone
3937.87175225861|71500000000.0|17.0|25.9|328.5|t-mobile
3937.87175225861|81500000000.0|42.0|25.9|148.5|t-mobile
9029.82898564452|37212000000.0|12.0|-9.1|329.4|t-mobile
9029.82898564452|81500000000.0|15.0|29.9|149.3|t-mobile
1414.31166670268|37198000000.0|35.0|7.0|218.2|unknown
1414.31166670268|38458000000.0|17.0|14.1|38.2|unknown
1237.64857684236|32711000000.0|17.4|1.6|176.1|t-mobile
1237.64857684236|32515000000.0|40.0|10.8|356.1|t-mobile
5468.70651472592|12762000000.0|42.0|18.9|42.5|unknown
5468.70651472592|28151000000.0|34.0|17.8|222.5|unknown
1739.90325416436|38808000000.0|17.5|7.1|117.8|unknown
1739.90325416436|37548000000.0|29.5|7.1|297.8|unknown
9136.94040913799|81875000000.0|17.5|34.9|255.7|t-mobile
9136.94040913799|71875000000.0|36.2|34.9|75.7|t-mobile
111.337534365163|81500000000.0|16.0|25.9|59.8|vodafone
111.337534365163|75250000000.0|4.0|22.7|239.8|vodafone
1026.19036710847|32711000000.0|17.0|7.6|71.1|t-mobile
1026.19036710847|31899000000.0|19.0|7.6|251.1|t-mobile
4369.39150455497|38346000000.0|32.0|26.1|258.8|unknown
4369.39150455497|37086000000.0|17.0|26.1|78.8|unknown
3861.23367201687|39186000000.0|17.0|17.3|82.5|t-mobile
3861.23367201687|71500000000.0|39.5|30.9|262.5|t-mobile
636.163160405925|31899000000.0|17.0|1.6|95.0|t-mobile
636.163160405925|32711000000.0|11.0|1.6|275.0|t-mobile
5946.66749810502|32711000000.0|18.0|22.6|134.2|t-mobile
5946.66749810502|31899000000.0|30.0|22.6|314.2|t-mobile
1676.71341918598|32711000000.0|31.0|20.6|320.1|vodafone
1676.71341918598|19150000000.0|35.0|15.0|140.1|vodafone
893.067307946493|85750000000.0|32.0|21.7|334.8|vodafone
893.067307946493|75750000000.0|18.0|21.7|154.8|vodafone
9749.97410883104|81500000000.0|18.0|34.9|160.1|t-mobile
9749.97410883104|71500000000.0|30.0|34.9|340.1|t-mobile
2539.15800633852|81875000000.0|25.0|22.9|178.2|t-mobile
2539.15800633852|19288000000.0|38.0|15.9|358.2|t-mobile
7366.44359738034|84000000000.0|15.0|34.9|14.2|t-mobile
7366.44359738034|31899000000.0|18.0|21.6|194.2|t-mobile
12100.9639205859|19315000000.0|150.0|20.9|23.6|unknown
12100.9639205859|18793000000.0|18.0|17.9|203.6|unknown
1806.51564885179|37926000000.0|18.0|10.3|21.2|t-mobile
1806.51564885179|81875000000.0|35.0|22.9|201.2|t-mobile
6894.70854301226|23198000000.0|18.0|19.1|238.2|t-mobile
6894.70854301226|22190000000.0|65.0|19.1|58.2|t-mobile
2554.11048399233|75750000000.0|40.0|23.4|251.8|vodafone
2554.11048399233|85750000000.0|36.0|23.4|71.8|vodafone
4579.77498960559|18875000000.0|30.0|23.6|52.4|t-mobile
4579.77498960559|17865000000.0|37.0|23.6|232.4|t-mobile
4020.84160933287|39186000000.0|9.0|19.3|78.0|t-mobile
4020.84160933287|71500000000.0|40.0|30.9|258.0|t-mobile
12470.3847276066|17865000000.0|85.0|21.6|83.2|vodafone
12470.3847276066|23177000000.0|33.0|9.6|263.3|vodafone
3827.80254567309|39242000000.0|18.0|18.3|277.2|t-mobile
3827.80254567309|81875000000.0|38.0|23.9|97.2|t-mobile
8117.28853823529|39186000000.0|9.0|19.3|78.0|t-mobile
8117.28853823529|71500000000.0|40.0|30.9|258.0|t-mobile
4510.71278690302|32711000000.0|30.0|20.6|99.5|t-mobile
4510.71278690302|31899000000.0|18.0|20.6|279.5|t-mobile
1256.73208147651|39186000000.0|18.0|4.5|299.3|t-mobile
1256.73208147651|37926000000.0|30.0|4.5|119.3|t-mobile
1266.94241293238|71500000000.0|18.4|21.9|303.2|t-mobile
1266.94241293238|32711000000.0|34.0|4.6|123.2|t-mobile
592.845925427186|37352000000.0|33.0|6.0|127.9|vodafone
592.845925427186|38612000000.0|18.0|6.0|307.9|vodafone
13620.6133717078|81875000000.0|18.0|34.9|328.5|t-mobile
13620.6133717078|71875000000.0|35.0|34.9|148.4|t-mobile
1666.14610771916|39242000000.0|18.0|16.3|329.2|t-mobile
1666.14610771916|37982000000.0|60.0|16.3|149.2|t-mobile
1573.36857641198|32011000000.0|18.0|6.6|333.8|t-mobile
1573.36857641198|32823000000.0|60.0|6.6|153.7|t-mobile
6029.89252138872|32711000000.0|18.0|20.6|352.6|t-mobile
6029.89252138872|31899000000.0|18.0|-4.5|172.6|t-mobile
874.509736569699|39186000000.0|18.0|3.3|38.5|t-mobile
874.509736569699|37926000000.0|27.0|3.3|218.5|t-mobile
1565.38414984108|31899000000.0|18.0|5.6|51.5|t-mobile
1565.38414984108|32711000000.0|34.8|5.6|231.5|t-mobile
2940.39072593502|37310000000.0|11.0|1.0|53.3|t-mobile
2940.39072593502|39172000000.0|145.0|13.3|233.4|t-mobile
714.381547037144|39242000000.0|18.0|-5.8|60.4|t-mobile
714.381547037144|18209000000.0|12.0|7.9|240.4|t-mobile
45909.5878276673|7593000000.0|118.0|28.4|187.2|unknown
3177.59602808539|38864000000.0|18.7|15.1|46.6|kpn
3177.59602808539|37604000000.0|36.0|15.1|226.6|kpn
1394.72998777665|37380000000.0|38.0|6.0|284.4|vodafone
1394.72998777665|38640000000.0|19.0|6.0|104.4|vodafone
4297.75868559652|75750000000.0|34.0|28.4|299.8|vodafone
4297.75868559652|37310000000.0|102.0|21.0|119.7|vodafone
1151.25644604148|31899000000.0|19.0|3.6|162.2|t-mobile
1151.25644604148|32711000000.0|38.0|3.6|342.2|t-mobile
1131.08138044099|85750000000.0|18.0|21.7|23.0|vodafone
1131.08138044099|75750000000.0|19.0|21.7|203.0|vodafone
682.94744481656|32711000000.0|19.0|1.6|233.2|t-mobile
682.94744481656|31899000000.0|37.5|1.6|53.2|t-mobile
8003.04718100423|22526000000.0|21.0|20.2|126.3|unknown
8003.04718100423|38570000000.0|20.0|19.0|306.3|unknown
953.488150387632|39186000000.0|19.3|4.3|67.9|t-mobile
953.488150387632|38432000000.0|63.0|17.9|247.9|t-mobile
4462.87104233505|31899000000.0|19.5|22.6|145.6|t-mobile
4462.87104233505|18525000000.0|80.0|20.9|325.6|t-mobile
3256.31675022366|72250000000.0|19.5|30.0|279.7|t-mobile
3256.31675022366|82250000000.0|37.8|30.0|99.7|t-mobile
12032.1332074478|18140000000.0|8.0|28.0|313.2|kpn
12032.1332074478|23478000000.0|34.0|24.3|133.1|kpn
